Plot,Tree,Spec,dbh1,dbh3,dbh4,hc1,hc3,hc4,dead,deadPeriod
MRS13,624,PICO,NA,4.2,5.9,NA,3,3,0,0
MRS13,625,PICO,NA,4.5,8,NA,3,3,0,0
MRS13,626,PIEN,NA,6.9,8.4,NA,3,3,0,0
MRS13,627,PIEN,NA,7.7,9,NA,3,3,0,0
MRS13,628,PIEN,NA,7.5,8.8,NA,3,3,0,0
MRS13,629,PIEN,NA,10.9,12,NA,3,3,0,0
MRS13,630,PIEN,NA,7.8,9.4,NA,3,3,0,0
MRS13,631,ABLA,NA,6.4,8.5,NA,3,3,0,0
MRS13,632,PIFL,NA,14.9,14.9,NA,3,3,0,0
MRS13,633,PIEN,NA,19.4,21.5,NA,3,3,0,0
MRS13,634,PIEN,NA,6.5,9.4,NA,3,3,0,0
MRS13,635,PIEN,NA,6.1,8,NA,3,3,0,0
MRS13,636,PIEN,NA,6,7.7,NA,3,3,0,0
MRS13,637,PIFL,NA,9.2,9.5,NA,3,3,0,0
MRS13,638,PIFL,NA,8.2,10.5,NA,3,3,0,0
MRS13,639,PIEN,NA,8.4,11.5,NA,3,3,0,0
MRS13,640,PIEN,NA,9.8,12.1,NA,3,3,0,0
MRS13,641,PIFL,NA,12.9,16.4,NA,3,3,0,0
MRS13,642,PIEN,NA,4.1,5.9,NA,3,3,0,0
MRS13,643,PIEN,NA,7.2,9.4,NA,3,3,0,0
MRS13,644,PIEN,NA,6.5,7.9,NA,3,3,0,0
MRS13,645,PIEN,NA,4.3,4.6,NA,3,3,0,0
MRS13,646,PIEN,NA,5.8,6.5,NA,3,3,0,0
MRS13,647,PIEN,NA,4.2,4.6,NA,3,3,0,0
MRS13,648,PIEN,NA,6.1,5.7,NA,3,3,0,0
MRS13,649,PIEN,NA,15,15.7,NA,3,3,0,0
MRS13,650,PIEN,NA,13.3,14.5,NA,3,3,0,0
MRS13,651,PIEN,NA,6.2,8,NA,3,3,0,0
MRS13,652,PIEN,NA,7.5,14,NA,3,3,0,0
MRS13,653,PIEN,NA,4.3,6,NA,3,3,0,0
MRS13,654,PIFL,NA,7.5,7.9,NA,3,3,0,0
MRS13,655,PIFL,NA,9.1,8.5,NA,3,3,0,0
MRS13,656,PIFL,NA,9.6,11,NA,3,3,0,0
MRS13,657,PIEN,NA,7.3,8,NA,3,3,0,0
MRS13,658,PIFL,NA,9.5,10.5,NA,3,3,0,0
MRS13,659,PIFL,NA,8,5.5,NA,3,3,0,0
MRS13,660,PIEN,NA,4.5,5.5,NA,3,3,0,0
MRS13,661,PIEN,NA,10.1,12.5,NA,3,3,0,0
MRS13,662,PIEN,NA,6.7,7.8,NA,3,3,0,0
MRS13,663,PIEN,NA,9.7,11.5,NA,3,3,0,0
MRS13,664,PIFL,NA,8.9,10.9,NA,3,3,0,0
MRS13,665,PIFL,NA,10.8,14.5,NA,3,3,0,0
MRS13,666,PIFL,NA,24.5,26,NA,3,3,0,0
MRS13,667,PIFL,NA,6.6,7.6,NA,3,3,0,0
MRS13,668,PIFL,NA,11.4,13,NA,3,3,0,0
MRS13,669,PIFL,NA,7,8.5,NA,3,3,0,0
MRS13,670,PIFL,NA,13.4,15.9,NA,3,3,0,0
MRS13,671,PIFL,NA,12.4,15,NA,3,3,0,0
MRS13,672,PIFL,NA,13.7,15.6,NA,3,3,0,0
MRS13,673,PIEN,NA,10.2,12.4,NA,3,3,0,0
MRS13,674,ABLA,NA,10.5,11,NA,3,3,0,0
MRS13,675,PIEN,NA,5.4,6,NA,3,3,0,0
MRS13,676,PIEN,NA,4.8,5.8,NA,3,3,0,0
MRS13,677,PIEN,NA,24.1,24.9,NA,3,3,0,0
MRS13,678,PIEN,NA,15.2,16.5,NA,3,3,0,0
MRS13,679,PIEN,NA,5.3,6.8,NA,3,3,0,0
MRS13,680,PIFL,NA,17.6,19,NA,3,3,0,0
MRS13,681,PIFL,NA,16.5,17.8,NA,3,3,0,0
MRS13,682,PIFL,NA,7.7,10,NA,3,3,0,0
MRS13,683,PIFL,NA,8,7.5,NA,3,3,0,0
MRS13,684,PIEN,NA,4,6,NA,3,3,0,0
MRS13,685,PIEN,NA,20,21.5,NA,3,3,0,0
MRS13,686,PIFL,NA,14.7,16.4,NA,3,3,0,0
MRS13,687,PIFL,NA,8.5,9.5,NA,3,3,0,0
MRS13,688,PIFL,NA,14.2,15,NA,3,3,0,0
MRS13,689,PIFL,NA,14.2,15.3,NA,3,3,0,0
MRS13,690,PIFL,NA,17.9,20.2,NA,3,3,0,0
MRS13,691,PIEN,NA,4.7,6.4,NA,3,3,0,0
MRS13,692,PIEN,NA,9.9,12.4,NA,3,3,0,0
MRS13,693,ABLA,NA,4,5.6,NA,3,3,0,0
MRS13,694,PIEN,NA,7.5,8.5,NA,3,3,0,0
MRS13,695,PIEN,NA,6.3,8.2,NA,3,3,0,0
MRS13,696,PIFL,NA,13.6,15.2,NA,3,3,0,0
MRS13,697,PIFL,NA,15.7,17.8,NA,3,3,0,0
MRS13,698,PIFL,NA,14.8,16,NA,3,3,0,0
MRS13,699,PIFL,NA,15.6,18.8,NA,3,3,0,0
MRS13,700,PIFL,NA,14,MIA,NA,3,3,0,0
MRS13,701,PIEN,NA,5.2,6.9,NA,3,3,0,0
MRS13,702,PIEN,NA,4.7,6.4,NA,3,3,0,0
MRS13,703,PIEN,NA,26.7,29,NA,3,3,0,0
MRS13,704,PIEN,NA,10.8,11,NA,3,3,0,0
MRS13,705,PIFL,NA,6.4,MIA,NA,3,3,0,0
MRS13,445,UNKN,NA,20.3,,NA,3,3,1,1
MRS13,492,UNKN,NA,9,,NA,3,3,1,1
MRS13,497,UNKN,NA,22.3,,NA,3,3,1,1
MRS13,506,UNKN,NA,30.5,,NA,3,3,1,1
MRS13,517,UNKN,NA,16.5,,NA,3,3,1,1
MRS13,537,UNKN,NA,29.9,,NA,3,3,1,1
MRS13,560,UNKN,NA,26.4,,NA,3,3,1,1
MRS13,573,UNKN,NA,18.5,,NA,3,3,1,1
MRS13,622,UNKN,NA,28.5,,NA,3,3,1,1
MRS13,467,,NA,,,NA,,,,
