local_site,DateTime,mmt_num,SM
MRS11,6/26/2018 16:00,5,0.3482
MRS13A,6/26/2018 16:00,1,-0.0418
MRS13A,6/26/2018 16:00,2,0.2204
MRS13A,6/26/2018 16:00,3,-0.1152
MRS13A,6/26/2018 16:00,4,0.2378
MRS13A,6/26/2018 16:00,5,0.0933
MRS1,6/26/2018 17:00,1,0.0584
MRS1,6/26/2018 17:00,2,0.0657
MRS1,6/26/2018 17:00,3,0.0286
MRS1,6/26/2018 17:00,4,0.1078
MRS1,6/26/2018 17:00,5,0.1477
MRS11,6/26/2018 17:00,1,0.2603
MRS11,6/26/2018 17:00,2,0.1303
MRS11,6/26/2018 17:00,3,0.4165
MRS11,6/26/2018 17:00,4,0.1746
MRS11,6/26/2018 17:00,5,0.3475
MRS13A,6/26/2018 17:00,1,-0.0433
MRS13A,6/26/2018 17:00,2,0.2182
MRS13A,6/26/2018 17:00,3,-0.1166
MRS13A,6/26/2018 17:00,4,0.2349
MRS13A,6/26/2018 17:00,5,0.0911
MRS1,6/26/2018 18:00,1,0.0569
MRS1,6/26/2018 18:00,2,0.0642
MRS1,6/26/2018 18:00,3,0.0264
MRS1,6/26/2018 18:00,4,0.1078
MRS1,6/26/2018 18:00,5,0.1477
MRS11,6/26/2018 18:00,1,0.2567
MRS11,6/26/2018 18:00,2,0.1274
MRS11,6/26/2018 18:00,3,0.4165
MRS11,6/26/2018 18:00,4,0.1732
MRS11,6/26/2018 18:00,5,0.3482
MRS13A,6/26/2018 18:00,1,-0.044
MRS13A,6/26/2018 18:00,2,0.2175
MRS13A,6/26/2018 18:00,3,-0.1174
MRS13A,6/26/2018 18:00,4,0.2334
MRS13A,6/26/2018 18:00,5,0.0911
MRS1,6/26/2018 19:00,1,0.0562
MRS1,6/26/2018 19:00,2,0.0635
MRS1,6/26/2018 19:00,3,0.0279
MRS1,6/26/2018 19:00,4,0.1049
MRS1,6/26/2018 19:00,5,0.1456
MRS11,6/26/2018 19:00,1,0.2552
MRS11,6/26/2018 19:00,2,0.1267
MRS11,6/26/2018 19:00,3,0.4165
MRS11,6/26/2018 19:00,4,0.1724
MRS11,6/26/2018 19:00,5,0.3467
MRS13A,6/26/2018 19:00,1,-0.0426
MRS13A,6/26/2018 19:00,2,0.2175
MRS13A,6/26/2018 19:00,3,-0.1159
MRS13A,6/26/2018 19:00,4,0.2327
MRS13A,6/26/2018 19:00,5,0.0874
MRS1,6/26/2018 20:00,1,0.0555
MRS1,6/26/2018 20:00,2,0.0613
MRS1,6/26/2018 20:00,3,0.0257
MRS1,6/26/2018 20:00,4,0.1049
MRS1,6/26/2018 20:00,5,0.1434
MRS11,6/26/2018 20:00,1,0.2523
MRS11,6/26/2018 20:00,2,0.1259
MRS11,6/26/2018 20:00,3,0.4165
MRS11,6/26/2018 20:00,4,0.1724
MRS11,6/26/2018 20:00,5,0.346
MRS13A,6/26/2018 20:00,1,-0.0447
MRS13A,6/26/2018 20:00,2,0.2167
MRS13A,6/26/2018 20:00,3,-0.1159
MRS13A,6/26/2018 20:00,4,0.232
MRS13A,6/26/2018 20:00,5,0.0889
MRS1,6/26/2018 21:00,1,0.0548
MRS1,6/26/2018 21:00,2,0.0606
MRS1,6/26/2018 21:00,3,0.0257
MRS1,6/26/2018 21:00,4,0.1056
MRS1,6/26/2018 21:00,5,0.1434
MRS11,6/26/2018 21:00,1,0.2509
MRS11,6/26/2018 21:00,2,0.1252
MRS11,6/26/2018 21:00,3,0.4179
MRS11,6/26/2018 21:00,4,0.1724
MRS11,6/26/2018 21:00,5,0.3467
MRS13A,6/26/2018 21:00,1,-0.0433
MRS13A,6/26/2018 21:00,2,0.216
MRS13A,6/26/2018 21:00,3,-0.1159
MRS13A,6/26/2018 21:00,4,0.2305
MRS13A,6/26/2018 21:00,5,0.0867
MRS1,6/26/2018 22:00,1,0.054
MRS1,6/26/2018 22:00,2,0.0598
MRS1,6/26/2018 22:00,3,0.025
MRS1,6/26/2018 22:00,4,0.1042
MRS1,6/26/2018 22:00,5,0.1426
MRS11,6/26/2018 22:00,1,0.2509
MRS11,6/26/2018 22:00,2,0.1252
MRS11,6/26/2018 22:00,3,0.4172
MRS11,6/26/2018 22:00,4,0.1717
MRS11,6/26/2018 22:00,5,0.346
MRS13A,6/26/2018 22:00,1,-0.044
MRS13A,6/26/2018 22:00,2,0.216
MRS13A,6/26/2018 22:00,3,-0.1159
MRS13A,6/26/2018 22:00,4,0.2305
MRS13A,6/26/2018 22:00,5,0.0867
MRS1,6/26/2018 23:00,1,0.0526
MRS1,6/26/2018 23:00,2,0.0591
MRS1,6/26/2018 23:00,3,0.0257
MRS1,6/26/2018 23:00,4,0.1027
MRS1,6/26/2018 23:00,5,0.1419
MRS11,6/26/2018 23:00,1,0.2516
MRS11,6/26/2018 23:00,2,0.1245
MRS11,6/26/2018 23:00,3,0.4172
MRS11,6/26/2018 23:00,4,0.171
MRS11,6/26/2018 23:00,5,0.3475
MRS13A,6/26/2018 23:00,1,-0.0455
MRS13A,6/26/2018 23:00,2,0.216
MRS13A,6/26/2018 23:00,3,-0.1159
MRS13A,6/26/2018 23:00,4,0.2291
MRS13A,6/26/2018 23:00,5,0.0882
MRS1,6/27/2018 0:00,1,0.0526
MRS1,6/27/2018 0:00,2,0.0584
MRS1,6/27/2018 0:00,3,0.0264
MRS1,6/27/2018 0:00,4,0.1012
MRS1,6/27/2018 0:00,5,0.1405
MRS11,6/27/2018 0:00,1,0.2509
MRS11,6/27/2018 0:00,2,0.1238
MRS11,6/27/2018 0:00,3,0.4179
MRS11,6/27/2018 0:00,4,0.171
MRS11,6/27/2018 0:00,5,0.3475
MRS13A,6/27/2018 0:00,1,-0.0462
MRS13A,6/27/2018 0:00,2,0.216
MRS13A,6/27/2018 0:00,3,-0.1166
MRS13A,6/27/2018 0:00,4,0.2284
MRS13A,6/27/2018 0:00,5,0.0867
MRS1,6/27/2018 1:00,1,0.0519
MRS1,6/27/2018 1:00,2,0.0577
MRS1,6/27/2018 1:00,3,0.0257
MRS1,6/27/2018 1:00,4,0.1005
MRS1,6/27/2018 1:00,5,0.139
MRS11,6/27/2018 1:00,1,0.2509
MRS11,6/27/2018 1:00,2,0.1238
MRS11,6/27/2018 1:00,3,0.4187
MRS11,6/27/2018 1:00,4,0.171
MRS11,6/27/2018 1:00,5,0.3482
MRS13A,6/27/2018 1:00,1,-0.0469
MRS13A,6/27/2018 1:00,2,0.2153
MRS13A,6/27/2018 1:00,3,-0.1174
MRS13A,6/27/2018 1:00,4,0.2276
MRS13A,6/27/2018 1:00,5,0.0874
MRS1,6/27/2018 2:00,1,0.0511
MRS1,6/27/2018 2:00,2,0.0569
MRS1,6/27/2018 2:00,3,0.0264
MRS1,6/27/2018 2:00,4,0.0991
MRS1,6/27/2018 2:00,5,0.139
MRS11,6/27/2018 2:00,1,0.2501
MRS11,6/27/2018 2:00,2,0.1238
MRS11,6/27/2018 2:00,3,0.4187
MRS11,6/27/2018 2:00,4,0.1717
MRS11,6/27/2018 2:00,5,0.3489
MRS13A,6/27/2018 2:00,1,-0.0447
MRS13A,6/27/2018 2:00,2,0.2153
MRS13A,6/27/2018 2:00,3,-0.1174
MRS13A,6/27/2018 2:00,4,0.2276
MRS13A,6/27/2018 2:00,5,0.0853
MRS1,6/27/2018 3:00,1,0.0511
MRS1,6/27/2018 3:00,2,0.0569
MRS1,6/27/2018 3:00,3,0.0264
MRS1,6/27/2018 3:00,4,0.0983
MRS1,6/27/2018 3:00,5,0.1383
MRS11,6/27/2018 3:00,1,0.2509
MRS11,6/27/2018 3:00,2,0.1245
MRS11,6/27/2018 3:00,3,0.4187
MRS11,6/27/2018 3:00,4,0.1724
MRS11,6/27/2018 3:00,5,0.3496
MRS13A,6/27/2018 3:00,1,-0.0469
MRS13A,6/27/2018 3:00,2,0.2153
MRS13A,6/27/2018 3:00,3,-0.1174
MRS13A,6/27/2018 3:00,4,0.2276
MRS13A,6/27/2018 3:00,5,0.0867
MRS1,6/27/2018 4:00,1,0.0504
MRS1,6/27/2018 4:00,2,0.0562
MRS1,6/27/2018 4:00,3,0.0257
MRS1,6/27/2018 4:00,4,0.0983
MRS1,6/27/2018 4:00,5,0.1383
MRS11,6/27/2018 4:00,1,0.2509
MRS11,6/27/2018 4:00,2,0.1245
MRS11,6/27/2018 4:00,3,0.4187
MRS11,6/27/2018 4:00,4,0.1724
MRS11,6/27/2018 4:00,5,0.3489
MRS13A,6/27/2018 4:00,1,-0.0447
MRS13A,6/27/2018 4:00,2,0.2153
MRS13A,6/27/2018 4:00,3,-0.1174
MRS13A,6/27/2018 4:00,4,0.2276
MRS13A,6/27/2018 4:00,5,0.0853
MRS1,6/27/2018 5:00,1,0.0504
MRS1,6/27/2018 5:00,2,0.0562
MRS1,6/27/2018 5:00,3,0.0257
MRS1,6/27/2018 5:00,4,0.0983
MRS1,6/27/2018 5:00,5,0.1376
MRS11,6/27/2018 5:00,1,0.2501
MRS11,6/27/2018 5:00,2,0.1252
MRS11,6/27/2018 5:00,3,0.4179
MRS11,6/27/2018 5:00,4,0.1717
MRS11,6/27/2018 5:00,5,0.3496
MRS13A,6/27/2018 5:00,1,-0.0455
MRS13A,6/27/2018 5:00,2,0.2153
MRS13A,6/27/2018 5:00,3,-0.1174
MRS13A,6/27/2018 5:00,4,0.2262
MRS13A,6/27/2018 5:00,5,0.0853
MRS1,6/27/2018 6:00,1,0.0497
MRS1,6/27/2018 6:00,2,0.0555
MRS1,6/27/2018 6:00,3,0.0257
MRS1,6/27/2018 6:00,4,0.0976
MRS1,6/27/2018 6:00,5,0.1376
MRS11,6/27/2018 6:00,1,0.2509
MRS11,6/27/2018 6:00,2,0.1252
MRS11,6/27/2018 6:00,3,0.4187
MRS11,6/27/2018 6:00,4,0.1717
MRS11,6/27/2018 6:00,5,0.3489
MRS13A,6/27/2018 6:00,1,-0.0469
MRS13A,6/27/2018 6:00,2,0.2153
MRS13A,6/27/2018 6:00,3,-0.1181
MRS13A,6/27/2018 6:00,4,0.2269
MRS13A,6/27/2018 6:00,5,0.0867
MRS1,6/27/2018 7:00,1,0.0497
MRS1,6/27/2018 7:00,2,0.0548
MRS1,6/27/2018 7:00,3,0.0257
MRS1,6/27/2018 7:00,4,0.0976
MRS1,6/27/2018 7:00,5,0.1376
MRS11,6/27/2018 7:00,1,0.2509
MRS11,6/27/2018 7:00,2,0.1252
MRS11,6/27/2018 7:00,3,0.4187
MRS11,6/27/2018 7:00,4,0.1724
MRS11,6/27/2018 7:00,5,0.3496
MRS13A,6/27/2018 7:00,1,-0.044
MRS13A,6/27/2018 7:00,2,0.2153
MRS13A,6/27/2018 7:00,3,-0.1166
MRS13A,6/27/2018 7:00,4,0.2276
MRS13A,6/27/2018 7:00,5,0.0853
MRS1,6/27/2018 8:00,1,0.0504
MRS1,6/27/2018 8:00,2,0.0548
MRS1,6/27/2018 8:00,3,0.0243
MRS1,6/27/2018 8:00,4,0.0969
MRS1,6/27/2018 8:00,5,0.1383
MRS11,6/27/2018 8:00,1,0.2516
MRS11,6/27/2018 8:00,2,0.1245
MRS11,6/27/2018 8:00,3,0.4187
MRS11,6/27/2018 8:00,4,0.1732
MRS11,6/27/2018 8:00,5,0.3496
MRS13A,6/27/2018 8:00,1,-0.0455
MRS13A,6/27/2018 8:00,2,0.2167
MRS13A,6/27/2018 8:00,3,-0.1166
MRS13A,6/27/2018 8:00,4,0.2276
MRS13A,6/27/2018 8:00,5,0.086
MRS1,6/27/2018 9:00,1,0.0504
MRS1,6/27/2018 9:00,2,0.054
MRS1,6/27/2018 9:00,3,0.025
MRS1,6/27/2018 9:00,4,0.0976
MRS1,6/27/2018 9:00,5,0.1426
MRS11,6/27/2018 9:00,1,0.2516
MRS11,6/27/2018 9:00,2,0.1252
MRS11,6/27/2018 9:00,3,0.4187
MRS11,6/27/2018 9:00,4,0.1739
MRS11,6/27/2018 9:00,5,0.3489
MRS13A,6/27/2018 9:00,1,-0.0462
MRS13A,6/27/2018 9:00,2,0.2167
MRS13A,6/27/2018 9:00,3,-0.1159
MRS13A,6/27/2018 9:00,4,0.2284
MRS13A,6/27/2018 9:00,5,0.0853
MRS1,6/27/2018 10:00,1,0.0504
MRS1,6/27/2018 10:00,2,0.0533
MRS1,6/27/2018 10:00,3,0.0243
MRS1,6/27/2018 10:00,4,0.0969
MRS1,6/27/2018 10:00,5,0.1434
MRS11,6/27/2018 10:00,1,0.2523
MRS11,6/27/2018 10:00,2,0.1252
MRS11,6/27/2018 10:00,3,0.4187
MRS11,6/27/2018 10:00,4,0.1746
MRS11,6/27/2018 10:00,5,0.3496
MRS13A,6/27/2018 10:00,1,-0.0426
MRS13A,6/27/2018 10:00,2,0.2153
MRS13A,6/27/2018 10:00,3,-0.1159
MRS13A,6/27/2018 10:00,4,0.2284
MRS13A,6/27/2018 10:00,5,0.0845
MRS1,6/27/2018 11:00,1,0.0511
MRS1,6/27/2018 11:00,2,0.0533
MRS1,6/27/2018 11:00,3,0.0243
MRS1,6/27/2018 11:00,4,0.0962
MRS1,6/27/2018 11:00,5,0.1405
MRS11,6/27/2018 11:00,1,0.2581
MRS11,6/27/2018 11:00,2,0.123
MRS11,6/27/2018 11:00,3,0.4179
MRS11,6/27/2018 11:00,4,0.1739
MRS11,6/27/2018 11:00,5,0.3482
MRS13A,6/27/2018 11:00,1,-0.0476
MRS13A,6/27/2018 11:00,2,0.2218
MRS13A,6/27/2018 11:00,3,-0.1166
MRS13A,6/27/2018 11:00,4,0.2327
MRS13A,6/27/2018 11:00,5,0.0824
MRS1,6/27/2018 12:00,1,0.0519
MRS1,6/27/2018 12:00,2,0.0526
MRS1,6/27/2018 12:00,3,0.0257
MRS1,6/27/2018 12:00,4,0.0933
MRS1,6/27/2018 12:00,5,0.1397
MRS11,6/27/2018 12:00,1,0.2625
MRS11,6/27/2018 12:00,2,0.1238
MRS11,6/27/2018 12:00,3,0.4165
MRS11,6/27/2018 12:00,4,0.1753
MRS11,6/27/2018 12:00,5,0.3489
MRS13A,6/27/2018 12:00,1,-0.0542
MRS13A,6/27/2018 12:00,2,0.2204
MRS13A,6/27/2018 12:00,3,-0.1174
MRS13A,6/27/2018 12:00,4,0.2284
MRS13A,6/27/2018 12:00,5,0.0802
MRS1,6/27/2018 13:00,1,0.0511
MRS1,6/27/2018 13:00,2,0.054
MRS1,6/27/2018 13:00,3,0.0264
MRS1,6/27/2018 13:00,4,0.0933
MRS1,6/27/2018 13:00,5,0.1368
MRS11,6/27/2018 13:00,1,0.2639
MRS11,6/27/2018 13:00,2,0.1223
MRS11,6/27/2018 13:00,3,0.415
MRS11,6/27/2018 13:00,4,0.1761
MRS11,6/27/2018 13:00,5,0.3504
MRS13A,6/27/2018 13:00,1,-0.0564
MRS13A,6/27/2018 13:00,2,0.2167
MRS13A,6/27/2018 13:00,3,-0.1166
MRS13A,6/27/2018 13:00,4,0.2276
MRS13A,6/27/2018 13:00,5,0.0758
MRS1,6/27/2018 14:00,1,0.0511
MRS1,6/27/2018 14:00,2,0.0548
MRS1,6/27/2018 14:00,3,0.0279
MRS1,6/27/2018 14:00,4,0.0933
MRS1,6/27/2018 14:00,5,0.1405
MRS11,6/27/2018 14:00,1,0.2596
MRS11,6/27/2018 14:00,2,0.1216
MRS11,6/27/2018 14:00,3,0.4136
MRS11,6/27/2018 14:00,4,0.1768
MRS11,6/27/2018 14:00,5,0.3482
MRS13A,6/27/2018 14:00,1,-0.0578
MRS13A,6/27/2018 14:00,2,0.2138
MRS13A,6/27/2018 14:00,3,-0.1174
MRS13A,6/27/2018 14:00,4,0.2298
MRS13A,6/27/2018 14:00,5,0.0758
MRS1,6/27/2018 15:00,1,0.049
MRS1,6/27/2018 15:00,2,0.049
MRS1,6/27/2018 15:00,3,0.0257
MRS1,6/27/2018 15:00,4,0.0904
MRS1,6/27/2018 15:00,5,0.1383
MRS11,6/27/2018 15:00,1,0.2545
MRS11,6/27/2018 15:00,2,0.1216
MRS11,6/27/2018 15:00,3,0.4143
MRS11,6/27/2018 15:00,4,0.1739
MRS11,6/27/2018 15:00,5,0.3446
MRS13A,6/27/2018 15:00,1,-0.06
MRS13A,6/27/2018 15:00,2,0.2116
MRS13A,6/27/2018 15:00,3,-0.1181
MRS13A,6/27/2018 15:00,4,0.224
MRS13A,6/27/2018 15:00,5,0.0736
MRS1,6/27/2018 16:00,1,0.049
MRS1,6/27/2018 16:00,2,0.0446
MRS1,6/27/2018 16:00,3,0.0243
MRS1,6/27/2018 16:00,4,0.0904
MRS1,6/27/2018 16:00,5,0.1361
MRS11,6/27/2018 16:00,1,0.2523
MRS11,6/27/2018 16:00,2,0.1216
MRS11,6/27/2018 16:00,3,0.4136
MRS11,6/27/2018 16:00,4,0.1724
MRS11,6/27/2018 16:00,5,0.3438
MRS13A,6/27/2018 16:00,1,-0.0607
MRS13A,6/27/2018 16:00,2,0.2109
MRS13A,6/27/2018 16:00,3,-0.1174
MRS13A,6/27/2018 16:00,4,0.2233
MRS13A,6/27/2018 16:00,5,0.0722
MRS1,6/27/2018 17:00,1,0.0475
MRS1,6/27/2018 17:00,2,0.0431
MRS1,6/27/2018 17:00,3,0.0228
MRS1,6/27/2018 17:00,4,0.0889
MRS1,6/27/2018 17:00,5,0.1354
MRS11,6/27/2018 17:00,1,0.2472
MRS11,6/27/2018 17:00,2,0.1194
MRS11,6/27/2018 17:00,3,0.4143
MRS11,6/27/2018 17:00,4,0.1724
MRS11,6/27/2018 17:00,5,0.3438
MRS13A,6/27/2018 17:00,1,-0.0614
MRS13A,6/27/2018 17:00,2,0.2102
MRS13A,6/27/2018 17:00,3,-0.1181
MRS13A,6/27/2018 17:00,4,0.2218
MRS13A,6/27/2018 17:00,5,0.0707
MRS1,6/27/2018 18:00,1,0.0468
MRS1,6/27/2018 18:00,2,0.0417
MRS1,6/27/2018 18:00,3,0.0214
MRS1,6/27/2018 18:00,4,0.0874
MRS1,6/27/2018 18:00,5,0.1339
MRS11,6/27/2018 18:00,1,0.2422
MRS11,6/27/2018 18:00,2,0.118
MRS11,6/27/2018 18:00,3,0.4157
MRS11,6/27/2018 18:00,4,0.1702
MRS11,6/27/2018 18:00,5,0.3424
MRS13A,6/27/2018 18:00,1,-0.0629
MRS13A,6/27/2018 18:00,2,0.2087
MRS13A,6/27/2018 18:00,3,-0.1174
MRS13A,6/27/2018 18:00,4,0.2196
MRS13A,6/27/2018 18:00,5,0.0693
MRS1,6/27/2018 19:00,1,0.046
MRS1,6/27/2018 19:00,2,0.0402
MRS1,6/27/2018 19:00,3,0.0228
MRS1,6/27/2018 19:00,4,0.086
MRS1,6/27/2018 19:00,5,0.1318
MRS11,6/27/2018 19:00,1,0.24
MRS11,6/27/2018 19:00,2,0.118
MRS11,6/27/2018 19:00,3,0.4157
MRS11,6/27/2018 19:00,4,0.1695
MRS11,6/27/2018 19:00,5,0.3438
MRS13A,6/27/2018 19:00,1,-0.0614
MRS13A,6/27/2018 19:00,2,0.208
MRS13A,6/27/2018 19:00,3,-0.1174
MRS13A,6/27/2018 19:00,4,0.2196
MRS13A,6/27/2018 19:00,5,0.0678
MRS1,6/27/2018 20:00,1,0.0453
MRS1,6/27/2018 20:00,2,0.0402
MRS1,6/27/2018 20:00,3,0.0214
MRS1,6/27/2018 20:00,4,0.0867
MRS1,6/27/2018 20:00,5,0.1325
MRS11,6/27/2018 20:00,1,0.24
MRS11,6/27/2018 20:00,2,0.118
MRS11,6/27/2018 20:00,3,0.4157
MRS11,6/27/2018 20:00,4,0.171
MRS11,6/27/2018 20:00,5,0.3438
MRS13A,6/27/2018 20:00,1,-0.0607
MRS13A,6/27/2018 20:00,2,0.208
MRS13A,6/27/2018 20:00,3,-0.1174
MRS13A,6/27/2018 20:00,4,0.2189
MRS13A,6/27/2018 20:00,5,0.0678
MRS1,6/27/2018 21:00,1,0.0446
MRS1,6/27/2018 21:00,2,0.0395
MRS1,6/27/2018 21:00,3,0.0214
MRS1,6/27/2018 21:00,4,0.086
MRS1,6/27/2018 21:00,5,0.1325
MRS11,6/27/2018 21:00,1,0.2385
MRS11,6/27/2018 21:00,2,0.1172
MRS11,6/27/2018 21:00,3,0.4157
MRS11,6/27/2018 21:00,4,0.171
MRS11,6/27/2018 21:00,5,0.3431
MRS13A,6/27/2018 21:00,1,-0.06
MRS13A,6/27/2018 21:00,2,0.2073
MRS13A,6/27/2018 21:00,3,-0.1174
MRS13A,6/27/2018 21:00,4,0.2182
MRS13A,6/27/2018 21:00,5,0.0671
MRS1,6/27/2018 22:00,1,0.0439
MRS1,6/27/2018 22:00,2,0.0395
MRS1,6/27/2018 22:00,3,0.0221
MRS1,6/27/2018 22:00,4,0.0853
MRS1,6/27/2018 22:00,5,0.1318
MRS11,6/27/2018 22:00,1,0.2378
MRS11,6/27/2018 22:00,2,0.1172
MRS11,6/27/2018 22:00,3,0.4165
MRS11,6/27/2018 22:00,4,0.1702
MRS11,6/27/2018 22:00,5,0.3431
MRS13A,6/27/2018 22:00,1,-0.0622
MRS13A,6/27/2018 22:00,2,0.208
MRS13A,6/27/2018 22:00,3,-0.1174
MRS13A,6/27/2018 22:00,4,0.2182
MRS13A,6/27/2018 22:00,5,0.0686
MRS1,6/27/2018 23:00,1,0.0439
MRS1,6/27/2018 23:00,2,0.0388
MRS1,6/27/2018 23:00,3,0.0228
MRS1,6/27/2018 23:00,4,0.0831
MRS1,6/27/2018 23:00,5,0.131
MRS11,6/27/2018 23:00,1,0.2378
MRS11,6/27/2018 23:00,2,0.1172
MRS11,6/27/2018 23:00,3,0.4165
MRS11,6/27/2018 23:00,4,0.171
MRS11,6/27/2018 23:00,5,0.3424
MRS13A,6/27/2018 23:00,1,-0.0607
MRS13A,6/27/2018 23:00,2,0.2073
MRS13A,6/27/2018 23:00,3,-0.1174
MRS13A,6/27/2018 23:00,4,0.2167
MRS13A,6/27/2018 23:00,5,0.0664
MRS1,6/28/2018 0:00,1,0.0431
MRS1,6/28/2018 0:00,2,0.0381
MRS1,6/28/2018 0:00,3,0.0221
MRS1,6/28/2018 0:00,4,0.0824
MRS1,6/28/2018 0:00,5,0.131
MRS11,6/28/2018 0:00,1,0.2385
MRS11,6/28/2018 0:00,2,0.1165
MRS11,6/28/2018 0:00,3,0.4165
MRS11,6/28/2018 0:00,4,0.1702
MRS11,6/28/2018 0:00,5,0.3446
MRS13A,6/28/2018 0:00,1,-0.0622
MRS13A,6/28/2018 0:00,2,0.2066
MRS13A,6/28/2018 0:00,3,-0.1181
MRS13A,6/28/2018 0:00,4,0.2153
MRS13A,6/28/2018 0:00,5,0.0664
MRS1,6/28/2018 1:00,1,0.0417
MRS1,6/28/2018 1:00,2,0.0373
MRS1,6/28/2018 1:00,3,0.0221
MRS1,6/28/2018 1:00,4,0.0824
MRS1,6/28/2018 1:00,5,0.1296
MRS11,6/28/2018 1:00,1,0.2371
MRS11,6/28/2018 1:00,2,0.1158
MRS11,6/28/2018 1:00,3,0.4172
MRS11,6/28/2018 1:00,4,0.1702
MRS11,6/28/2018 1:00,5,0.3446
MRS13A,6/28/2018 1:00,1,-0.0629
MRS13A,6/28/2018 1:00,2,0.2066
MRS13A,6/28/2018 1:00,3,-0.1181
MRS13A,6/28/2018 1:00,4,0.2153
MRS13A,6/28/2018 1:00,5,0.0671
MRS1,6/28/2018 2:00,1,0.0424
MRS1,6/28/2018 2:00,2,0.0373
MRS1,6/28/2018 2:00,3,0.0206
MRS1,6/28/2018 2:00,4,0.0824
MRS1,6/28/2018 2:00,5,0.1303
MRS11,6/28/2018 2:00,1,0.2371
MRS11,6/28/2018 2:00,2,0.1165
MRS11,6/28/2018 2:00,3,0.4165
MRS11,6/28/2018 2:00,4,0.1702
MRS11,6/28/2018 2:00,5,0.3453
MRS13A,6/28/2018 2:00,1,-0.0607
MRS13A,6/28/2018 2:00,2,0.2066
MRS13A,6/28/2018 2:00,3,-0.1181
MRS13A,6/28/2018 2:00,4,0.2146
MRS13A,6/28/2018 2:00,5,0.0671
MRS1,6/28/2018 3:00,1,0.041
MRS1,6/28/2018 3:00,2,0.0366
MRS1,6/28/2018 3:00,3,0.0221
MRS1,6/28/2018 3:00,4,0.0802
MRS1,6/28/2018 3:00,5,0.1288
MRS11,6/28/2018 3:00,1,0.2363
MRS11,6/28/2018 3:00,2,0.1165
MRS11,6/28/2018 3:00,3,0.4172
MRS11,6/28/2018 3:00,4,0.171
MRS11,6/28/2018 3:00,5,0.3446
MRS13A,6/28/2018 3:00,1,-0.0614
MRS13A,6/28/2018 3:00,2,0.2073
MRS13A,6/28/2018 3:00,3,-0.1181
MRS13A,6/28/2018 3:00,4,0.2153
MRS13A,6/28/2018 3:00,5,0.0664
MRS1,6/28/2018 4:00,1,0.041
MRS1,6/28/2018 4:00,2,0.0366
MRS1,6/28/2018 4:00,3,0.0221
MRS1,6/28/2018 4:00,4,0.0802
MRS1,6/28/2018 4:00,5,0.1281
MRS11,6/28/2018 4:00,1,0.2371
MRS11,6/28/2018 4:00,2,0.1165
MRS11,6/28/2018 4:00,3,0.4172
MRS11,6/28/2018 4:00,4,0.171
MRS11,6/28/2018 4:00,5,0.3446
MRS13A,6/28/2018 4:00,1,-0.0629
MRS13A,6/28/2018 4:00,2,0.2066
MRS13A,6/28/2018 4:00,3,-0.1188
MRS13A,6/28/2018 4:00,4,0.2146
MRS13A,6/28/2018 4:00,5,0.0678
MRS1,6/28/2018 5:00,1,0.0402
MRS1,6/28/2018 5:00,2,0.0359
MRS1,6/28/2018 5:00,3,0.0214
MRS1,6/28/2018 5:00,4,0.0795
MRS1,6/28/2018 5:00,5,0.1281
MRS11,6/28/2018 5:00,1,0.2363
MRS11,6/28/2018 5:00,2,0.1158
MRS11,6/28/2018 5:00,3,0.4187
MRS11,6/28/2018 5:00,4,0.171
MRS11,6/28/2018 5:00,5,0.3453
MRS13A,6/28/2018 5:00,1,-0.0614
MRS13A,6/28/2018 5:00,2,0.2058
MRS13A,6/28/2018 5:00,3,-0.1188
MRS13A,6/28/2018 5:00,4,0.2138
MRS13A,6/28/2018 5:00,5,0.0664
MRS1,6/28/2018 6:00,1,0.0402
MRS1,6/28/2018 6:00,2,0.0352
MRS1,6/28/2018 6:00,3,0.0214
MRS1,6/28/2018 6:00,4,0.0787
MRS1,6/28/2018 6:00,5,0.1274
MRS11,6/28/2018 6:00,1,0.2371
MRS11,6/28/2018 6:00,2,0.1165
MRS11,6/28/2018 6:00,3,0.4179
MRS11,6/28/2018 6:00,4,0.171
MRS11,6/28/2018 6:00,5,0.3453
MRS13A,6/28/2018 6:00,1,-0.0607
MRS13A,6/28/2018 6:00,2,0.2058
MRS13A,6/28/2018 6:00,3,-0.1188
MRS13A,6/28/2018 6:00,4,0.2138
MRS13A,6/28/2018 6:00,5,0.0664
MRS1,6/28/2018 7:00,1,0.041
MRS1,6/28/2018 7:00,2,0.0352
MRS1,6/28/2018 7:00,3,0.0221
MRS1,6/28/2018 7:00,4,0.0787
MRS1,6/28/2018 7:00,5,0.1274
MRS11,6/28/2018 7:00,1,0.2371
MRS11,6/28/2018 7:00,2,0.1165
MRS11,6/28/2018 7:00,3,0.4179
MRS11,6/28/2018 7:00,4,0.1717
MRS11,6/28/2018 7:00,5,0.3446
MRS13A,6/28/2018 7:00,1,-0.0607
MRS13A,6/28/2018 7:00,2,0.2066
MRS13A,6/28/2018 7:00,3,-0.1181
MRS13A,6/28/2018 7:00,4,0.2138
MRS13A,6/28/2018 7:00,5,0.0664
MRS1,6/28/2018 8:00,1,0.041
MRS1,6/28/2018 8:00,2,0.0352
MRS1,6/28/2018 8:00,3,0.0214
MRS1,6/28/2018 8:00,4,0.0766
MRS1,6/28/2018 8:00,5,0.1288
MRS11,6/28/2018 8:00,1,0.2371
MRS11,6/28/2018 8:00,2,0.1165
